id,Order,q_id,content,answers,content_en,answers_en
d600a602-4737-4f4b-99a1-11bad9c4ab79,T25-00299,T25-00299,연애 고민이 생길 때 가장 먼저 하는 일은 무엇인가요?,"친구에게 말하기, 상담받기, 혼자 생각하기 등",,
997c6b89-aa54-420e-aa18-243c1450ae0c,T25-00300,T25-00300,만약 부자가 된다면 가장 먼저 무엇을 하고 싶나요?,"세계여행, 건물주 되기, 은퇴 등",,
8c213181-a61b-46bf-8f77-5e2dad9e3810,T25-00301,T25-00301,요즘 당신의 심리 상태를 한 단어로 표현한다면?,"평온, 복잡, 설렘, 지침 등",,
d72c8cab-2afb-4f5a-ae3a-4f001be5bba5,T25-00302,T25-00302,결혼에서 가장 중요하다고 생각하는 가치는 무엇인가요?,"신뢰, 소통, 사랑 등등",,
f67511dc-ed1e-4069-bc33-cfef8f7dcfcd,T25-00303,T25-00303,요즘 당신의 생각을 가장 많이 차지하는 단어는 무엇인가요?,"관계, 미래, 돈 등등",,
67a8f561-33a4-499d-8317-8fb50bd3edf2,T25-00304,T25-00304,새로운 사람을 만날 때 가장 먼저 보게 되는 점은 무엇인가요?,"눈빛, 말투, 미소 등등",,
ac167b32-6a88-4ce0-beca-6f091d89e0b3,T25-00305,T25-00305,당신의 MBTI는 무엇인가요?,"INFP, ESTJ 등",,
297f73ef-4626-429a-9459-bc6bf8ef993d,T25-00309,T25-00309,신체적으로 지칠 때 주로 찾는 나만의 방법은 무엇인가요?,"휴식, 음악 감상, 산책 등",,
3eb4423b-2e26-4d8e-9857-855336dea5b9,T25-00310,T25-00310,요즘 새롭게 시도해 보고 싶은 대화법이 있나요?,"솔직한 표현, 경청, 질문하기 등",,
eb338a11-3b65-48a9-9427-0f0326abd7c8,T25-00311,T25-00311,좋은 관계를 만들기 위해 가장 중요하게 생각하는 행동이 있다면?,"음악, 산책, 친구, 잠 등등 A: 여행 작가, 카페 사장, 상담사 등등 A: 대화, 솔직함, 배려, 유머 등등",,
fa98533f-e44b-4e8f-bc35-4218fff01796,T25-00312,T25-00312,미래에 도전해보고 싶은 직업 분야는 무엇인가요?,"대화, 솔직함, 공감, 타이밍 등 A: 산책, 음악, 잠, 대화, 운동 등 A: IT, 의료, 예술, 교육, 환경 등",,
b6a86641-1c99-4e8c-bf30-28669644287e,T25-00313,T25-00313,연인과 가장 중요하게 생각하는 것은 무엇인가요?,"신뢰, 소통, 존중, 유머 등등",,
2fcbc05d-5f20-4c1a-b9b4-d37a01493620,T25-00314,T25-00314,마음이 복잡할 때 가장 먼저 하는 일은 무엇인가요?,"산책, 음악 듣기, 잠자기, 친구와 통화 등등",,
be3557b3-2e4b-4145-ad5c-e8820f1c40da,T25-00315,T25-00315,가장 보람을 느끼는 활동은 무엇인가요?,"봉사, 창작, 운동, 배우기 등등",,
bc70cab1-aade-4105-927a-82c2a2b69bb2,T25-00316,T25-00316,최근 일상중에 가장 설레었던 순간은 무엇인가요?,"첫 만남, 합격 소식, 칭찬 들었을 때 등",,
21e26b18-5961-493f-bc6d-2d5765cd1fa9,T25-00317,T25-00317,기분이 업될 때 가장 먼저 하는 일은 무엇인가요?,"음악 듣기, 맛있는 거 먹기, 산책하기 등",,
1e1a80cc-ebf6-49a3-b3ce-002b3d03f156,T25-00318,T25-00318,앞으로 꼭 이루고 싶은 한 가지 목표는 무엇인가요?,"내 집 마련, 세계 여행, 승진 등",,
359fb060-e1f7-4f09-b570-c8a3d6d91d78,T25-00319,T25-00319,요즘 새롭게 배우고 싶거나 도전해보고 싶은 것은 무엇인가요?,"처음 손잡을 때, 고백할 때, 연락 올 때 등 A: 친구, 가족, 나 자신, 전문가 등 A: 외국어, 악기, 요리, 코딩 등",,
3ecc300b-9886-4adc-aa64-f9ce47afd634,T25-00320,T25-00320,가장 최근에 당신을 설레게 했던 작은 일은 무엇인가요?,"칭찬, 예쁜 꽃 발견, 좋아하는 노래 등",,
5c9deb2e-1520-469e-abc4-563fd0bc87a8,T25-00321,T25-00321,어린 시절 가장 강렬했던 추억은 무엇인가요?,"첫 소풍, 친구들과의 모험, 할머니 댁 등",,
e3e0f4a2-2342-4b31-a37b-505a79211c95,T25-00322,T25-00322,최근에 시도해 본 '나를 위한' 새로운 도전은 무엇인가요?,"새로운 운동, 요리 배우기, 독서 모임 등",,
cf922690-c1cc-4dd2-9879-a829f7c0a1d4,T25-00323,T25-00323,관계에서 연락의 중요성은 어느 정도라고 생각하나요?,"매우 중요, 보통, 상황에 따라 등",,
aefc020b-bc94-4c0d-a20b-81354ec2f64f,T25-00324,T25-00324,고민이 생겼을 때 조언을 구하는 가장 편한 대상은 누구인가요?,"친구, 가족, 전문가, 혼자 해결 등",,
1d77c06a-f2cf-4bbf-adbe-68f55e24c43f,T25-00325,T25-00325,여행에서 당신을 설레게 하는 일은 무엇인가요?,"여행, 새로운 만남, 취미활동, 미래 계획 등",,
d11fba65-678a-457e-bdbd-e6cfd70ca4c9,T25-00326,T25-00326,사랑에 빠졌을 때 가장 먼저 떠오르는 감정은 무엇인가요?,"설렘, 행복, 불안 등",,
565a86c9-e0fb-4dbe-8baa-d00567bfcfe1,T25-00327,T25-00327,요즘 당신의 성장을 위해 가장 중요하게 생각하는 것은 무엇인가요?,"꾸준함, 경험, 지식 등",,
0419877d-2532-42cb-b521-976529d2bbe7,T25-00328,T25-00328,"만약 초능력을 하나 가질 수 있다면, 어떤 능력을 갖고 싶나요?","시간 조작, 순간이동, 염력 등",,
708d0eba-4f4b-4593-85ac-e57432134d75,T25-00329,T25-00329,일상에서 당신을 가장 설레게 하는 순간은 언제인가요?,"여행 계획, 월급날, 칭찬 들을 때, 첫 만남 등",,
19675031-1521-4fb8-ada7-028bc8eb5ec9,T25-00330,T25-00330,가장 도전해보고 싶은 미래 계획은 무엇인가요?,"진심, 소통, 존중 등등 A: 운동, 독서, 공부 등등 A: 여행, 창업, 이직 등등",,
a85c7572-c6a6-4667-af41-8137fc48a876,T25-00104,T25-00104,"오늘 당신에게 가장 소소한 행복을 준 것은, 아니면 당신이 발견한 긍정적 에너지는 무엇인가요?","맛있는 커피, 맑은 날씨",,
056b7f90-79e2-4e0d-b9c7-b0e58be4c9f6,T25-00105,T25-00105,당신이 일상에서 단 하나의 습관을 바꿀 수 있다면?,"일찍 일어나기, 퇴근 후 운동",,
06f80424-b9e8-4abb-8714-0f878728c6ba,T25-00181,T25-00181,마음이 힘들 때 가장 먼저 찾는 것은 무엇인가요?,"친구, 잠, 취미, 상담 등",,
afd373c0-86ca-4a09-ae8e-b4b0afc9984b,T25-00209,T25-00209,당신의 삶에서 가장 중요하다고 생각하는 가치는 무엇인가요?,"떨려요, 성공할까?, 뭘해야 할까? 등등 A: 솔직함, 열정, 차분함, 현실적 등등 A: 행복, 자유, 안정, 성장 등등",,
7e02f351-5fbf-41fa-a2cd-2f1e10d7163d,T25-00212,T25-00212,스트레스를 풀 때 주로 찾는 나만의 방법은 무엇인가요?,"잠, 운동, 음악 등등",,
01e4afc8-a259-4937-a00c-502f1dea69cc,T25-00213,T25-00213,타인과 소통할 때 가장 중요하다고 생각하는 것은 무엇인가요?,"경청, 솔직함, 공감 등등",,
2070af75-e740-45a8-bd85-ed5f16136769,T25-00236,T25-00236,연애 관계에서 가장 중요하다고 생각하는 한 가지는?,"소통, 배려, 신뢰 등등",,
a46e71f2-eeda-4929-8adf-dc41ce919ae8,T25-00278,T25-00278,올해 가장 기대되는 변화는 무엇인가요?,"이직, 여행, 연애, 독립 등등",,
88ffbfeb-d385-4965-a9d3-38701d2c404e,T25-00239,T25-00239,호감이 생기면 가장 먼저 무엇을 하나요?,"다가가기, 칭찬하기, 바라보기 등등",,
d0cf9557-86e5-41ba-bbb5-645cbc5edf6d,T25-00240,T25-00240,연애 중 갈등이 생기면 어떻게 해결하나요?,"대화, 시간 갖기, 양보 등등",,
949de8d3-aa9c-46d7-acc9-366cb9edd6d2,T25-00241,T25-00241,타인과의 성격 차이를 느낄 때 당신의 반응은?,"이해, 인정, 고민 등등",,
77b6cd1f-cdea-4a5d-96a2-7656da495f13,T25-00242,T25-00242,연애에서 가장 중요하게 생각하는 한 가지는 무엇인가요?,"신뢰, 소통, 배려, 유머 등",,
0d112dfd-7d18-4528-8521-35e148f0b1d8,T25-00243,T25-00243,자신을 가장 잘 표현하는 한 단어는 무엇인가요?,"솔직함, 열정, 차분함, 긍정 등",,
7f60db92-a07f-4374-8387-7fce15e292fd,T25-00245,T25-00245,연애 고민이 생길 때 가장 먼저 찾는 사람은 누구인가요?,"친구, 가족, 전문가, 나 자신 등",,
92d70798-12ec-42da-bd47-31d4e733b301,T25-00246,T25-00246,"누군가에게 마음을 표현할 때, 가장 중요하게 생각하는 것은 무엇인가요?","진심, 용기, 타이밍, 솔직함 등",,
295e4481-41ce-4ffb-9a26-bcb76c2445cc,T25-00247,T25-00247,관계에서 생기는 오해를 어떻게 푸는 편인가요?,"대화, 시간, 사과, 솔직하게 등",,
1e37d463-549d-42e7-8089-7fc094cf4625,T25-00248,T25-00248,스트레스를 풀기 위해 가장 먼저 하는 행동은 무엇인가요?,"평온, 지침, 설렘 등 A: 유머, 배려심, 솔직함 등 A: 잠자기, 산책, 음악 듣기 등",,
33b73e56-2849-45b1-8031-45aed4622988,T25-00306,T25-00306,오래된 연애에서 가장 중요하다고 생각하는 가치는 무엇인가요?,"신뢰, 솔직함, 재미 등",,
a76ac6cc-f088-4fc2-bdf9-3372a19477cf,T25-00307,T25-00307,고민이 생길 때 가장 먼저 하는 행동은 무엇인가요?,"혼자 생각하기, 친구에게 말하기, 산책하기 등",,
93eb1717-02f3-4cbd-ac4d-0ba1e4da14d4,T25-00308,T25-00308,인간관계에서 가장 중요하다고 생각하는 것은 무엇인가요?,"신뢰, 소통, 솔직함 등",,
