CodeName,Order,q_id,content,choice_a,choice_b,content_en,choice_a_en,choice_b_en
*-*-B-Ar-L3,B-Ar-L3-00284,B26-00284,친구가 코 파는 걸 봤을 때 나는?,오랜 친구와의 장난,조용히 눈 감아주기,If I see a friend picking their nose?,Playful teasing,Silent turn away
*-*-B-Ar-L3,B-Ar-L3-00285,B26-00285,"찐친의 증거, 더 강력한 쪽은?",서로의 모든 것을 아는 사이,방귀 튼 사이,Stronger sign of true friendship?,Know everything,Fart freely
*-*-Fa-Sb-L3,Fa-Sb-L3-00286,B26-00286,"코 파기 흑역사, 더 아찔한 순간은?",어릴 적 흑역사 폭로전,파서 먹다 딱 걸림,Picking your nose: worse cringe moment?,Childhood story time,Caught in the act
*-*-Fa-Sb-L3,Fa-Sb-L3-00287,B26-00287,"가족 앞 코 파기, 최악의 타이밍은?",현실 남매의 일상 대화,TV 보다 말고 파기,Nose-picking in front of family: worst timing?,Casual sibling chat,Mid-TV watching
*-*-Fa-Sb-L3,Fa-Sb-L3-00288,B26-00288,흑역사 썰 풀 때 내 스타일은?,가족 간의 편안한 장난,MSG 가득 꿀잼 각,Sharing embarrassing stories: my style?,Chill family banter,Exaggerate for laughs
*-*-Lo-Hw-L4,Lo-Hw-L4-00289,B26-00289,배우자에게 코 파다 걸렸을 때 나는?,내숭 없는 현실 부부,"세상 태연, 마이웨이",Spouse catches you nose-picking: reaction?,"No shame, real couple","Play it cool, IDGAF"
*-*-Lo-Hw-L4,Lo-Hw-L4-00290,B26-00290,"연인의 털털한 모습, 내 생각은?",오래된 연인의 일상,오히려 좋아! 찐사랑,Partner's chill/gross side: thoughts?,Normal in long-term,Love it! So real
*-*-Lo-Hw-L4,Lo-Hw-L4-00291,B26-00291,연인 코에 코딱지! 내 선택은?,편안해진 관계의 증거,보이는 즉시 알려줌,Partner's got a booger: what to do?,Sign of comfort,Point it out ASAP
*-*-B-Ar-L3,B-Ar-L3-00292,B26-00292,"친구 흑역사, 더 웃긴 쪽은?",친구의 술주정 흑역사,전 애인 붙잡고 눈물,Funniest friend fail?,Drunk antics,Crying over ex
*-*-B-Ar-L3,B-Ar-L3-00293,B26-00293,"과음한 친구 연락, 진짜 이유는?",과음한 친구 걱정,놀릴 흑역사 탐색,Drunk friend calling: the REAL reason?,Genuine concern,Ammo for teasing
*-*-B-Ar-L3,B-Ar-L3-00294,B26-00294,"친구 술버릇 조언, 내 스타일은?",술버릇에 대한 지적,돌려 말하며 눈치 주기,Giving friend drinking advice: my style?,Direct feedback,Subtle hints only
*-*-Fa-Fs-L4,Fa-Fs-L4-00295,B26-00295,"부모님 음주, 더 걱정되는 점은?",부모님의 주사에 대한 걱정,눈에 띄는 건강 악화,Parents drinking: bigger worry?,Their drunk behavior,Visible health decline
*-*-Fa-Fs-L4,Fa-Fs-L4-00296,B26-00296,"성인 자녀 음주, 더 걱정되는 습관은?",자녀의 음주 습관 훈계,한 번에 들이붓는 폭음,Adult child drinking: worse habit?,Lecture on habits,Downing drinks fast
*-*-Fa-Fs-L4,Fa-Fs-L4-00297,B26-00297,"가족 음주 문제, 우선할 해결책은?",가족의 음주 문제 상담,바로 전문가 상담,Family drinking problem: first step?,Family discussion,Professional help now
*-*-Lo-Sw-L3,Lo-Sw-L3-00298,B26-00298,"연인 술버릇, 더 힘든 쪽은?",연인의 술버릇에 대한 불만,매번 물건 분실하는 주사,Partner's drunk habits: harder to deal with?,General annoyance,Always losing stuff
*-*-Lo-Sw-L3,Lo-Sw-L3-00299,B26-00299,"연인 술자리 실수, 어디까지 선 넘는 건?",술자리 실수로 인한 다툼,"말없이 연락두절, 잠수",Partner's drunk mistake: where's the line?,Drunk fight,Silent treatment / Ghosting
*-*-Lo-Sw-L3,Lo-Sw-L3-00300,B26-00300,"연인 음주 조절, 더 나은 방식은?",음주 문제에 대한 대화,믿고 자율에 맡기기,Partner's drinking: better approach?,Open discussion,Trust and freedom
*-*-B-Dc-L2,B-Dc-L2-00301,B26-00301,"오늘 저녁, 더 끌리는 곳은?",저녁 약속 장소 정하기,새로 생긴 신상 핫플,"Dinner tonight, which is more appealing?",Pick a place,New hot spot
*-*-B-Dc-L2,B-Dc-L2-00302,B26-00302,"귀찮은 날, 저녁 해결법은?",간단한 식사 메뉴 고민,5분 컷 밀키트,Lazy day dinner solution?,Easy meal idea,5-min meal kit
*-*-B-Dc-L2,B-Dc-L2-00303,B26-00303,"배달 음식, 내 선택 기준은?",배달음식 메뉴 고르기,내 취향 존중 1인 1피자,"Delivery food, what's the priority?",Menu selection,Personal pizza
*-*-Fa-Fs-L2,Fa-Fs-L2-00304,B26-00304,"가족 외식, 더 좋은 곳은?",가족 외식 메뉴 선정,내가 찜한 SNS 핫플,"Family dinner out, where to go?",Menu choice,Trendy spot
*-*-Fa-Fs-L2,Fa-Fs-L2-00305,B26-00305,"오늘 저녁, 더 끌리는 메뉴는?",오늘의 저녁 메뉴 회의,고민없이 시키는 배달,"Tonight's dinner, what sounds better?",Group decision,Easy takeout
*-*-Fa-Fs-L2,Fa-Fs-L2-00306,B26-00306,"마트 장보기, 내 스타일은?",장보기 전 메뉴 결정,끌리는 대로 즉흥 쇼핑,Grocery shopping style?,Plan ahead,Impulse buys
*-*-Lo-Sw-L2,Lo-Sw-L2-00307,B26-00307,"데이트 맛집, 뭐가 더 중요할까?",데이트 저녁 식사,맛만 있으면 웨이팅 OK,"Date night restaurant, what's key?",The meal,Worth the wait
*-*-B-Sc-L4,B-Sc-L4-00308,B26-00308,"마지막 기회, 덜 후회할 선택은?",친구의 연애 고민 상담,추억으로 간직,"Last chance, which regret less?",Friend's drama,Cherish memories
*-*-Fa-Sw-L3,Fa-Sw-L3-00309,B26-00309,"기분 꿀꿀할 때, 뭐가 더 편해?",자녀의 상실감 이해하기,맛난 거 먹으러 감,"Feeling down, what's easier?",Empathy,Treat yourself
*-*-Fa-Sw-L3,Fa-Sw-L3-00310,B26-00310,"멀어졌을 때, 선호하는 연락은?",앞으로의 자녀 관계 조언,가끔 안부만,"Grown apart, preferred contact?",Parenting advice,Casual check-ins
*-*-Fa-Sw-L3,Fa-Sw-L3-00311,B26-00311,"힘들 때, 뭐가 더 힘이 되는?",부모로서의 역할 고민,기분 전환 용돈,"Tough times, what's more helpful?",Parenting worries,Retail therapy
*-*-Lo-Sw-L3,Lo-Sw-L3-00312,B26-00312,"떨어져 있을 때, 원하는 연락은?",장거리 연애 시작,굵직한 하루 요약,"When apart, desired communication?",Long distance,Daily highlights
*-*-B-Sc-L3,B-Sc-L3-00313,B26-00313,지금 더 끌리는 휴식은?,가치관 공유 대화,뇌 빼고 숏폼 정주행,Relaxation mode: which vibe?,Deep talks,Brainless scrolling
*-*-Fa-Fs-L4,Fa-Fs-L4-00314,B26-00314,나를 더 잘 나타내는 말은?,자녀의 정체성 고민,유행 꽉 잡은 인싸,Describes you better?,Identity issues,Trendsetter
*-*-Lo-Sw-L4,Lo-Sw-L4-00315,B26-00315,오늘 더 끌리는 데이트는?,연인 간 가치관 공유,서로 태그하며 릴스,"Date night, which sounds better?",Shared values,Share reels
*-*-Lo-Sw-L4,Lo-Sw-L4-00316,B26-00316,더 탐나는 나의 매력은?,서로의 특별함에 대한 대화,밈 섭렵한 힙한 센스,What's your more tempting charm?,Deep talks about uniqueness,Internet-savvy wit
*-*-Lo-Sw-L4,Lo-Sw-L4-00317,B26-00317,더 나누고 싶은 대화는?,지적인 교감 형성,무릎 탁 치는 유쾌함,What kind of conversation do you want more of?,Intellectual connection,Hilarious banter
*-*-B-Ar-L4,B-Ar-L4-00318,B26-00318,지금 더 마음이 가는 삶은?,진로 고민 상담,맘 편한 현실,Which life resonates more right now?,Career advice,Easy reality
*-*-B-Ar-L4,B-Ar-L4-00319,B26-00319,둘 중 뭘 더 놓치기 싫은 건?,현실적 어려움 토로,빛나는 추억,Which one do you hate to lose more?,Venting about struggles,Shining memories
*-*-B-Ar-L4,B-Ar-L4-00320,B26-00320,지금 나를 더 잘 표현하는 말은?,오랜 친구와의 깊은 대화,성숙한 지금,What word better describes me right now?,Deep talk with old friend,Mature self
*-*-Fa-Fs-L4,Fa-Fs-L4-00321,B26-00321,삶에서 더 중요하신 태도는?,부모님과의 인생 상담,새로운 모험,What's a more important life attitude?,Life advice from parents,New adventure
*-*-Lo-Sw-L4,Lo-Sw-L4-00322,B26-00322,우리 관계에 더 필요한 것은?,연인에게 속마음 고백,솔직한 빈틈,What is needed more in our relationship?,Confessing feelings,Honest flaws
*-*-B-Ar-L4,B-Ar-L4-00323,B26-00323,"진로, 둘 중 더 끌리는 삶은?",진로 고민 상담,가슴 뛰는 꿈,"Career-wise, which life is more appealing?",Career advice,Passionate dream
*-*-B-Ar-L4,B-Ar-L4-00324,B26-00324,"돈 관리할 때, 내가 더 중요하게 생각하는 건?",현실적 어려움 토로,미래의 통장,What do I value more when it comes to money management?,Venting about struggles,Future savings
*-*-B-Ar-L4,B-Ar-L4-00325,B26-00325,"나를 볼 때, 더 와닿는 느낌은?",오랜 친구와의 깊은 대화,익숙한 현모습,What feeling do you relate to more when looking at me?,Deep talk with old friend,Familiar present
*-*-Fa-Fs-L4,Fa-Fs-L4-00326,B26-00326,"지나온 삶, 더 가까웠던 길은?",부모님과의 인생 상담,꿈을 향한 도전,"Looking back, which path was closer?",Life advice from parents,Chasing dreams
*-*-Lo-Sw-L4,Lo-Sw-L4-00327,B26-00327,너에게 보여주고 싶은 내 모습은?,연인에게 속마음 고백,솔직한 모습,What side of me do I want to show you?,Confessing feelings,Authentic self
*-*-B-Ar-L4,B-Ar-L4-00328,B26-00328,기분 들켰을 때 내 반응은?,오랜 친구와의 통화,끝까지 오리발,"When my mood's exposed, my reaction is?",Call an old friend,Deny everything
*-*-B-Ar-L4,B-Ar-L4-00329,B26-00329,"내 속 꿰뚫는 친구, 비결은?",척하면 척하는 죽마고우,빅데이터 분석,"My friend knows me so well, the secret is?",Intuitive bestie,Big data analysis
*-*-B-Ar-L4,B-Ar-L4-00330,B26-00330,더 울컥하는 연락 타이밍은?,힘든 걸 눈치챈 친구의 연락,톡 확인하자마자,Which text hits harder?,Friend noticing your struggle,Instant reply
*-*-Fa-Ms-L4,Fa-Ms-L4-00331,B26-00331,부모님의 걱정에 내 대답은?,걱정 담긴 부모님의 전화,피곤하다 핑계,"Parents are worried, my response?",Worried call,Feigning tired
*-*-Lo-Sw-L4,Lo-Sw-L4-00332,B26-00332,기분 다운됐을 때 바라는 것은?,연인과의 자기 전 통화,모른 척해주길,What is it I want when I'm feeling down?,Nightly call,Leave me be
*-*-Lo-Sw-L4,Lo-Sw-L4-00333,B26-00333,더 감동적인 애인의 위로는?,목소리만 듣고도 걱정하는 애인,장문의 위로 톡,More touching comfort from a partner?,Worried by voice alone,Long comforting text
*-*-Lo-Sw-L4,Lo-Sw-L4-00334,B26-00334,싸우고 통화할 때 내 말투는?,다툰 후의 어색한 통화,딱딱한 로봇,"Fighting, how do you talk?",Awkward post-fight call,Stiff robot
*-*-M-Sc-L2,M-Sc-L2-00335,B26-00335,"오랜만의 동창회, 대화 주제는?",졸업 후 동창회에서의 어색한 재회,달라진 근황 토크,"Long time no see reunion, conversation starter?",Awkward reunion,Catching up
*-*-M-Sc-L2,M-Sc-L2-00336,B26-00336,결혼식장에서 동창 만나면 기분은?,결혼식장에서 우연히 마주친 상황,일단 뷔페 공략,How do I feel when I run into a classmate at a wedding?,Chance encounter,Hit the buffet
*-*-M-Sc-L2,M-Sc-L2-00337,B26-00337,"길에서 SNS 친구 마주치면, 어떤 기분?",SNS로만 보던 친구를 길에서 만났을 때,못 본 척 패스,What's the feeling when I see an SNS friend on the street?,IRL meeting,Walk on by
*-*-B-Sc-L2,B-Sc-L2-00338,B26-00338,"동호회 첫 정모, 내 포지션은?",취미 동호회 첫 정모,일단 관찰 모드,"First club meetup, your role?",First meetup,Observe first
*-*-B-Sc-L2,B-Sc-L2-00339,B26-00339,"프로젝트 첫 만남, 우선순위는?",사이드 프로젝트 팀 첫 만남,친목과 네트워킹,"First project meeting, priority?",Project kickoff,Socialize and network
*-*-B-Sc-L2,B-Sc-L2-00340,B26-00340,"친구의 친구 소개받는 자리, 나는?",친구의 친구를 소개받는 자리,무한 리액션,"Meeting a friend's friend, you are?",Meeting them,Enthusiastic reaction
*-*-B-Sc-L2,B-Sc-L2-00341,B26-00341,"새 학기 첫 자기소개, 내 스타일은?",새 학기 첫날 어색한 자기소개,신비주의 컨셉,"First day self-introduction, your style?",Awkward intro,Mystery concept
*-*-B-Sc-L2,B-Sc-L2-00342,B26-00342,"수업 시작 전 10분, 나는?",수업 시작 전 조용한 교실,엎드려 꿀잠,"10 minutes before class, you?",Quiet classroom,Nap time
*-*-B-Sc-L2,B-Sc-L2-00343,B26-00343,"조별 과제, 내 포지션은?",조별 과제 때문에 처음 말 트는 상황,조용히 묻어감,"Group project, your position?",Breaking the ice,Blend in
*-*-Fa-Co-L2,Fa-Co-L2-00344,B26-00344,"친척들 모인 자리, 내 전략은?",다 같이 거실에 모여 과일 먹는 상황,질문 폭격 방어,"Family gathering, your strategy?",Eating fruit together,Dodge questions
*-*-Fa-Co-L2,Fa-Co-L2-00345,B26-00345,"명절 노동, 하나만 고르라면 뭐는?",명절 음식 준비로 분주한 부엌,하루종일 설거지,"If I had to pick only one holiday chore, what would it be?",Cooking frenzy,Dishes all day
*-*-Fa-Co-L2,Fa-Co-L2-00346,B26-00346,친척들에게 자랑하고 싶은 것은?,서로의 자녀 근황을 궁금해하는 어른들,여유로운 갓생,Brag to relatives about...?,Kids' updates,"Chill, productive life"
*-*-Fa-Co-L2,Fa-Co-L2-00347,B26-00347,SNS 친구 사촌 만났을 때는?,SNS로만 보던 사촌과의 만남,현실 팩트 체크,What's it like meeting a SNS friend's cousin?,SNS version,Reality check
*-*-Fa-Co-L2,Fa-Co-L2-00348,B26-00348,사촌끼리 몰래 하는 이야기는?,어른들 몰래 우리끼리 나누는 대화,내 연애썰 풀기,Secret cousin talk?,Private chats,Spill my love life
*-*-Fa-Co-L2,Fa-Co-L2-00349,B26-00349,"오랜만에 본 사촌, 대화 주제는?",어릴 때와 달라진 서로의 모습,알짜 재테크 정보,Catching up with a cousin: topic?,How we've changed,Money tips
*-*-Fa-Co-L2,Fa-Co-L2-00350,B26-00350,결혼식장 가면 제일 먼저 보는 건?,결혼식장에서 오랜만에 만난 친지,하객 패션 구경,What's the first thing I look at when I go to a wedding?,Long-lost relatives,Guest fashion
*-*-Fa-Co-L2,Fa-Co-L2-00351,B26-00351,장례식장에서 내가 하는 일은?,장례식장에서 조심스럽게 건네는 안부,손님 맞이 돕기,"At a funeral, I'm...",Offering condolences,Helping guests
*-*-Fa-Co-L2,Fa-Co-L2-00352,B26-00352,"돌잔치 분위기, 내 역할은?",왁자지껄한 돌잔치 풍경,물개박수 알바,"Baby's first birthday party, my role?",Lively scene,Enthusiastic clapper
*-*-Lo-Sw-L1,Lo-Sw-L1-00353,B26-00353,소개팅 정적 흐를 때 주제는?,어색한 침묵이 흐르는 순간,MBTI부터 물어봄,Awkward silence on a blind date?,The silence itself,Drop the MBTI bomb
*-*-Lo-Sw-L1,Lo-Sw-L1-00354,B26-00354,"음식 나오면, 뭐부터 하는 편?",주문한 메뉴가 나온 직후,대화에 집중,"Food arrives, what's my first move?",Take pics!,Engage in chat
*-*-Lo-Sw-L1,Lo-Sw-L1-00355,B26-00355,첫인상 볼 때 뭐가 더 중요한 것 같아?,서로의 첫인상에 대해 말한 뒤,목소리 톤,What seems more important when it comes to first impressions?,Their words,Voice tone
*-*-Lo-Sw-L1,Lo-Sw-L1-00356,B26-00356,"주말 데이트, 더 좋은 것은?",주말 계획을 묻기 전,집콕하며 힐링,"Weekend date, better?",Out and about,Stay at home
*-*-Lo-Sw-L1,Lo-Sw-L1-00357,B26-00357,더 끌리는 이성 스타일은?,공통 관심사를 찾으려는 대화 중,완전 반대 매력,More attractive type?,Shared interests,Opposites attract
*-*-Lo-Sw-L1,Lo-Sw-L1-00358,B26-00358,밤늦게 대화 소재 떨어지면 어떡해?,밤에 카톡 하다가 대화가 끊겼을 때,아무말 대잔치,What happens when the late night convo dies out?,The silence,Random ramblings
*-*-Lo-Sw-L1,Lo-Sw-L1-00359,B26-00359,"썸녀(남) 인스타 스토리 보면, 무슨 생각 들어?",인스타 스토리 보고 연락할 때,DM으로 말 걸기,What thoughts come to mind when I see my crush's Insta story?,React to it,Slide into DMs
*-*-Lo-Sw-L1,Lo-Sw-L1-00360,B26-00360,데이트 코스 짤 때 나는?,다음 약속을 잡기 전,몸만 가면 됨,"Planning a date, I...",Plan it all!,Just show up
*-*-Lo-Sw-L1,Lo-Sw-L1-00361,B26-00361,"주말 저녁, 갑자기 보고 싶을 땐 뭘 보는데?",주말 저녁 심심할 때,참았다 나중에 봄,What do I watch when I suddenly want to watch something on a weekend night?,Bored on a weekend night,Hold off 'til later
*-*-Lo-Sw-L1,Lo-Sw-L1-00362,B26-00362,"퇴근길 연락, 뭐가 더 좋은 건?",퇴근길에 연락하며,카톡으로 수다,"After-work contact, which one is better?",Call on the commute,Chat via text
*-*-Lo-Sw-L1,Lo-Sw-L1-00363,B26-00363,"번호 따고 첫 연락, 언제가 적절할까?",번호 받고 하루 지난 점심시간,뜸 들이다 나중에,When's the right time to text after getting their number?,Lunch the next day,Wait a bit
*-*-Lo-Sw-L1,Lo-Sw-L1-00364,B26-00364,첫 카톡 보낼 때 스타일은?,퇴근 시간 맞춰 보내는 첫 카톡,질문 던져서 유도,First text style?,Timing it with quitting time,Ask a question
*-*-Lo-Sw-L1,Lo-Sw-L1-00365,B26-00365,"호감 표현, 내 스타일은?",만났던 날을 다시 언급하며,은근히 챙겨줌,How do I show interest?,Mention the date again,Subtle care
*-*-Lo-Sw-L1,Lo-Sw-L1-00366,B26-00366,어색할 때 꺼낼 주제는?,어색함을 깨기 위한 첫 질문,취미나 관심사,Awkward silence? Topic?,Icebreaker question,Hobbies/interests
*-*-Lo-Sw-L1,Lo-Sw-L1-00367,B26-00367,"썸남썸녀 프사가 바뀌었다면, 무슨 의미일까?",프로필 사진이 바뀌었을 때,모른 척 딴소리,"If your crush changes their profile pic, what does it mean?",Mention it,Ignore it
*-*-B-Sc-L1,B-Sc-L1-00368,B26-00368,평소 디저트 취향은?,새 학기 짝꿍,담백하고 고소한 맛,Dessert preference?,New semester vibes,Nutty & savory
*-*-B-Sc-L1,B-Sc-L1-00369,B26-00369,배불러도 디저트는?,점심 후 카페 탐색,하나로 나눠 먹기,Dessert even when full?,Post-lunch cafe hunt,Share one
*-*-B-Sc-L1,B-Sc-L1-00370,B26-00370,"일하다 당 떨어질 땐, 뭐가 최고일까?",어색한 동료와 친해지기,살기 위한 카페인,"Low energy at work, what's the best pick-me-up?",Bond with a coworker,Caffeine fix
*-*-Fa-Co-L1,Fa-Co-L1-00371,B26-00371,"카페 메뉴, 내 선택은?",오랜만에 만난 사촌,실패 없는 아는 맛,Cafe drink choice?,Catching up with a cousin,Tried & true
*-*-Fa-Co-L1,Fa-Co-L1-00372,B26-00372,"명절 후식, 뭐가 더 끌리는 건?",명절 디저트 준비,남녀노소 좋아하는 빵,"Holiday dessert, which one is more tempting?",Holiday dessert prep,Crowd-pleasing bread
*-*-Fa-Co-L1,Fa-Co-L1-00373,B26-00373,더 선호하는 식감은?,어색한 친척과 대화,입에서 녹는 부드러움,Preferred texture?,Awkward family talk,Melt-in-your-mouth
*-*-Lo-Sw-L2,Lo-Sw-L2-00374,B26-00374,카페 고를 때 1순위는?,소개팅 첫 만남,디저트가 찐맛집,Top cafe priority?,First date spot,Amazing desserts
*-*-Lo-Sw-L1,Lo-Sw-L1-00375,B26-00375,"데이트 카페, 내 스타일은?",데이트 코스 정하기,웨이팅 없이 바로 입장,Date cafe style?,Plan the route,No wait
*-*-Lo-Sw-L1,Lo-Sw-L1-00376,B26-00376,메뉴 고를 때 내 스타일은?,썸 단계 취향 파악,실패 없는 아는 맛,"Ordering food, what's your style?",Flirting stage vibes,"Safe bet, familiar taste"
*-*-B-Dc-L2,B-Dc-L2-00377,B26-00377,폭우 쏟아지는 날 약속은?,약속 당일 날씨 불평,맑은 날로 연기,Torrential downpour on date night?,Complain about the weather,Reschedule for sunnier days
*-*-B-Dc-L2,B-Dc-L2-00378,B26-00378,"축 처지는 날씨, 회복법은?",더위/추위로 인한 피로감 공유,이불속 꿀잠,Gloomy weather got you down? Quick fix?,Misery loves company,Cozy nap
*-*-B-Dc-L2,B-Dc-L2-00379,B26-00379,"날씨 꿀꿀한 날, 어디로 기분 전환하러 갈까?",날씨 핑계로 만남 제안,아늑한 카페,"Crappy weather, where should we go to cheer up?","Blame the weather, suggest hangout",Snug cafe
*-*-Fa-Br-L2,Fa-Br-L2-00380,B26-00380,"집안이 꿉꿉할 때, 어떤 해결법이 좋을까?",집안 습도/온도 불평,보일러 풀가동,"House feels damp, what's a good solution?",Gripe about humidity,Crank up the heat
*-*-Fa-Br-L2,Fa-Br-L2-00381,B26-00381,"날씨 험한 날 외출할 때, 뭘 조심해야 할까?",악천후 속 외출 걱정,완전무장 외출,"Heading out in bad weather, what precautions should we take?",Dread the journey,"Gear up, go out"
*-*-Fa-Br-L2,Fa-Br-L2-00382,B26-00382,"컨디션 꽝일 때, 나만의 특효약은?",날씨와 컨디션 연관 푸념,맛있는 배달음식,Feeling under the weather? What's your go-to cure?,Blame the weather,Delivery noms
*-*-Lo-Sw-L2,Lo-Sw-L2-00383,B26-00383,"비 와서 일정 변경해야 한다면, 어디가 좋을까?",데이트 계획 차질,오붓한 집콕,"Rain changed plans, where should we go instead?",Ruined date vibes,"Stay in, chill"
*-*-Lo-Sw-L2,Lo-Sw-L2-00384,B26-00384,"악천후 속 연인, 어떻게 챙겨주는 게 좋을까?",궂은 날씨 속 서로 걱정,영상통화로 안부,"Partner in bad weather, how best to take care of them?",Complain together,Video call check-in
*-*-Lo-Sw-L2,Lo-Sw-L2-00385,B26-00385,날씨 탓에 우울할 때 위로는?,날씨로 인한 기분 공유,빵 터지는 개그,Weather got you feeling blue? Comfort?,Share the feels,Good laugh
*-*-B-Sc-L2,B-Sc-L2-00386,B26-00386,새 친구 사ꈈ 때 내 방식은?,새 학기 친목 도모,지켜보며 추측함,"Making new friends, your style?",Social butterfly,Observe and assess
*-*-B-Sc-L2,B-Sc-L2-00387,B26-00387,"팀플 역할 분담, 뭘 제일 중요하게 생각하는 편이야?",팀 프로젝트 아이스브레이킹,능력치 위주 배정,"Group project roles, what do you value most?",Ice breaker vibes,Skills-based roles
*-*-B-Sc-L2,B-Sc-L2-00388,B26-00388,"친구 볼 때, 어떤 게 더 재밌을 것 같아?",동기들과의 성격 유형 분석,예상 밖의 반전미,"Hanging with friends, what sounds more fun?",Personality type breakdown,Unexpected twists
*-*-Fa-Br-L3,Fa-Br-L3-00389,B26-00389,우리 가족 성격 유형은?,가족 성격 유형 토크,완전 딴판 남남,Your family's personality types?,Personality type talk,Total opposites
*-*-Fa-Br-L3,Fa-Br-L3-00390,B26-00390,"여행 갈 때, 뭐가 더 편할까?",성격 차이로 인한 다툼 분석,발 닿는 대로 즉흥,"Traveling, what would be more convenient?",Analyze clashes,Wing it
*-*-Fa-Br-L3,Fa-Br-L3-00391,B26-00391,가족에게 바라는 상담은?,서로의 연애 스타일 조언,무조건적인 내 편,What kind of family advice do you prefer?,Dating style tips,Unconditional support
*-*-Lo-Sw-L2,Lo-Sw-L2-00392,B26-00392,"썸탈 때, 뭘 보고 더 신뢰하게 될까?",서로를 알아가는 소개팅,나의 느낌과 촉,"While dating, what makes you trust someone more?",Blind date vibe,Gut feeling
*-*-Lo-Sw-L2,Lo-Sw-L2-00393,B26-00393,우리 관계에서 더 믿고 싶은 건?,연인 간 궁합 확인,우리가 느끼는 감정,What do you want to trust more in our relationship?,Relationship compatibility,Our feelings
*-*-Lo-Sw-L2,Lo-Sw-L2-00394,B26-00394,우리 커플의 매력 포인트는?,친구 커플과 MBTI 비교,비슷해서 편안함,What's our couple's charm?,MBTI comparison,Easy comfort
*-*-B-Sc-L1,B-Sc-L1-00395,B26-00395,공강 시간에 어디 가는 게 더 끌리는?,새 학기 첫 만남,조용한 카페,Where are you more drawn to go during free time?,New semester vibes,Quiet cafe
*-*-B-Sc-L1,B-Sc-L1-00396,B26-00396,우리 모임 장소로 어디가 좋은?,새로운 모임,감성 뿜뿜 맛집,Where is good for our group to meet?,New faces,Trendy restaurant
*-*-B-Sc-L1,B-Sc-L1-00397,B26-00397,더 마음이 가는 장소는?,서로 알아가기,나만의 아지트,Which place appeals more?,Getting to know each other,My hideout
*-*-Fa-Co-L1,Fa-Co-L1-00398,B26-00398,오랜만에 만났는데 어디 가는 게 좋을까?,오랜만에 만난 친척,의자 편한 카페,Where should we go after not seeing each other for a long time?,Long-lost relatives,Comfy cafe
*-*-Fa-Co-L1,Fa-Co-L1-00399,B26-00399,바람 쐬러 갈 때 선호하는 곳은?,어색한 가족 모임,쾌적한 실내,Preferred place to get fresh air?,Awkward family time,Indoor comfort
*-*-Fa-Co-L1,Fa-Co-L1-00400,B26-00400,둘 중 더 끌리는 나들이는?,공통 관심사 찾기,입이 즐거운 맛집,Which outing is more appealing?,Shared interests,Foodie heaven
*-*-Lo-Sw-L1,Lo-Sw-L1-00401,B26-00401,"첫 만남, 더 편한 분위기는?",소개팅 첫 만남,차분한 조용한 곳,First meeting: comfy vibes?,Blind date energy,"Calm, quiet spot"
*-*-Lo-Sw-L1,Lo-Sw-L1-00402,B26-00402,오늘 데이트는 어디로 가는?,어색함 깨기,익숙한 단골집,Where are we going on a date today?,Break the ice,Familiar spot
*-*-Lo-Sw-L1,Lo-Sw-L1-00403,B26-00403,이번 데이트에 뭐 하고 싶은 건?,데이트 장소 정하기,여유로운 힐링,What do you want to do on this date?,Plan a spot,"Relax, unwind"
*-*-B-Ar-L1,B-Ar-L1-00404,B26-00404,오랜만에 보면 뭐가 더 편한?,밥 먹으며 수다,술 마시며 회포,"Catching up after a while, what's easier?",Chat over food,Drinks and stories
*-*-B-Ar-L2,B-Ar-L2-00405,B26-00405,"딱 한 시절로 돌아간다면, 언제가 좋은 쪽은?",철없던 초등학생,감성충만 중학생,"If you could go back to one era, when would it be?",Carefree elementary,Emotional middle school
*-*-B-Ar-L3,B-Ar-L3-00406,B26-00406,더 견디기 힘든 친구는?,돈 아까워하는 짠돌이,매일 취하는 주정뱅이,Which friend is harder to deal with?,Super stingy,Always drunk
*-*-B-Ar-L4,B-Ar-L4-00407,B26-00407,친구가 사업자금 1000만원 부탁하면 어떨 거 같아?,믿고 빌려준다,절대 안 된다,"Friend asks for a $10k business loan, what would you do?",Trust them and lend it,Absolutely not
*-*-B-Ar-L5,B-Ar-L5-00408,B26-00408,"친구가 큰 범죄를 저질렀다면, 어떻게 할 거 같아?",자수 권유 후 신고,무덤까지 비밀,"Friend commits a major crime, what would you do?","Advise confession, then report",Secret to the grave
*-*-B-Sc-L1,B-Sc-L1-00409,B26-00409,시험 기간 내 스타일은?,도서관에서 혼자 집중,카페에서 친구랑 같이,Your study style during exam season?,Focus alone at the library,Study with friends at a cafe
*-*-B-Sc-L2,B-Sc-L2-00410,B26-00410,팀플 빌런 중에 누가 더 싫은 쪽은?,연락 두절 잠수부,독불장군 리더,Which team project slacker is worse?,Disappearing act,Know-it-all leader
*-*-B-Sc-L3,B-Sc-L3-00411,B26-00411,"친구가 내 짝녀/짝남을 좋아한다면, 기분이 어떨 거 같아?",깔끔하게 포기,정정당당 경쟁,How would you feel if your friend likes your crush?,Gracefully give up,Fair competition
